v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,CATEGORY-ENCODED
ham,love give massag use lot babi oil fave posit,,,,0
ham,dude go sup,,,,0
ham,yoyyooo u know chang permiss drive mac usb flash drive,,,,0
ham,gibb unsoldmik hussey,,,,0
ham,like talk pa abl dont know,,,,0
ham,dun cut short leh u dun like ah fail she quit sad,,,,0
ham,unbeliev faglord,,,,0
ham,wifehow knew time murder exactli,,,,0
ham,ask princess,,,,0
ham,great princess think,,,,0
ham,nutter cutter ctter cttergg cttargg ctargg ctagg ie,,,,0
ham,ok noe ure busi im realli bore msg u oso dunno wat colour choos 4 one,,,,0
ham,doesnt g class earli tomorrow thu shouldnt tri smoke ltgt,,,,0
ham,superb thought grate u dont everyth u want mean u still opportun happier tomorrow u today,,,,0
ham,hope good week check,,,,0
ham,im use hope agent dont drop sinc ive book thing year whole boston nyc experi,,,,0
ham,thursday night yeah sure thing well work,,,,0
spam,free rington wait collect simpli text password mix 85069 verifi get usher britney fml, PO Box 5249," MK17 92H. 450Ppw 16""",,1
ham,probabl money worri thing come due sever outstand invoic work two three month ago,,,,0
ham,possibl teach,,,,0
ham,wonder phone batteri went dead tell love babe,,,,0
ham,love smell bu aint tobacco,,,,0
ham,get worri derek taylor alreadi assum worst,,,,0
ham,hey what charl sorri late repli,,,,0
spam,lastest stereophon marley dizze racal libertin stroke win nookii game flirt click themob wap bookmark text wap 82468,,,,1
ham,ill give plu said grinul greet whenev speak,,,,0
ham,white fudg oreo store,,,,0
spam,januari male sale hot gay chat cheaper call 08709222922 nation rate 15pmin cheap 78pmin peak stop text call 08712460324 10pmin,,,,1
ham,love come took long leav zaher got word ym happi see sad left miss,,,,0
ham,sorri hurt,,,,0
ham,cant feel nauseou im piss didnt eat sweet week caus today plan pig diet week im hungri,,,,0
ham,ok lor earli still project meet,,,,0
ham,call da wait call,,,,0
ham,could ask carlo could get anybodi els chip,,,,0
ham,actual send remind today wonder weekend,,,,0
ham,peopl see msg think iam addict msging wrong bcoz dont know iam addict sweet friend bslvyl,,,,0
ham,hey gave photo regist drive ah tmr wan na meet yck,,,,0
ham,dont talk ever ok word,,,,0
ham,u wana see,,,,0
ham,way school pl send ashley number,,,,0
ham,shall fine avalarr hollalat,,,,0
ham,went attend anoth two round todaybut still didt reach home,,,,0
ham,actual delet old websitenow blog magicalsongsblogspotcom,,,,0
ham,k wait chikkuil send aftr ltgt min,,,,0
ham,im diet ate 1 mani slice pizza yesterday ugh im alway diet,,,,0
ham,ki give kvb acc detail,,,,0
ham,oh come ah,,,,0
spam,money r lucki winner 2 claim prize text money 2 88600 å£1million give away ppt150x3normal text rate box403 w1t1ji,,,,1
ham,im realli sorri wont b abl 2 fridayhop u find alternativehop yr term go ok,,,,0
ham,congratul ore mo owo wa enjoy wish mani happi moment fro wherev go,,,,0
ham,samu shoulder yet,,,,0
ham,time think youll need know near campu,,,,0
spam,dear matthew pleas call 09063440451 landlin complimentari 4lux tenerif holiday å£1000 cash await collect ppm150 sae tc box334 sk38xh,,,,1
ham,dun wear jean lor,,,,0
ham,sinc side fever vomitin,,,,0
ham,kkare colleg,,,,0
spam,urgent call 09061749602 landlin complimentari 4 tenerif holiday å£10000 cash await collect sae tc box 528 hp20 1yf 150ppm 18,,,,1
ham,better made friday stuf like pig yesterday feel bleh least writh pain kind bleh,,,,0
ham,sell well ton coin sell coin someon thru paypal voila money back life pocket,,,,0
ham,theyr lot place hospit medic place safe,,,,0
spam,get touch folk wait compani txt back name age opt enjoy commun 150psm,,,,1
ham,also ive sorta blown coupl time recent id rather text blue look weed,,,,0
ham,sent score sopha secondari applic school think think appli research cost also contact joke ogunrind school one less expens one,,,,0
ham,cant wait see photo use,,,,0
spam,ur cashbal current 500 pound maxim ur cashin send go 86688 150pmsg cc 08718720201 po box 11414 tcrw1,,,,1
ham,hey book kb sat alreadi lesson go ah keep sat night free need meet confirm lodg,,,,0
ham,chk ur belovd ms dict,,,,0
ham,time want come,,,,0
ham,awesom lem know whenev your around,,,,0
ham,shb b ok lor thanx,,,,0
ham,beauti truth graviti read care heart feel light someon feel heavi someon leav good night,,,,0
ham,also rememb get dobbi bowl car,,,,0
spam,filthi stori girl wait,,,,1
ham,sorri c ur msg yar lor poor thing 4 one night tmr ull brand new room 2 sleep,,,,0
ham,love isnt decis feel could decid love life would much simpler less magic,,,,0
ham,welp appar retir,,,,0
ham,sort code acc bank natwest repli confirm ive sent right person,,,,0
ham,,,,,0
ham,u sure u cant take sick time,,,,0
spam,urgent tri contact u today draw show å£800 prize guarante call 09050001808 land line claim m95 valid12hr,,,,1
ham,watch cartoon listen music amp eve go templ amp church u,,,,0
ham,yo chad gymnast class wan na take site say christian class full,,,,0
ham,much buzi,,,,0
ham,better still catch let ask sell ltgt,,,,0
ham,sure night menu know noon menu,,,,0
ham,u want come backa beauti necklac token heart youthat give wife likingb seeno one give thatdont call mei wait till come,,,,0
ham,will go aptitud class,,,,0
ham,wont b 215 tri 2 sort hous ok,,,,0
ham,yar lor wan 2 go c hors race today mah eat earlier lor ate chicken rice u,,,,0
ham,haha awesom omw back,,,,0
ham,yup thk e shop close lor,,,,0
ham,account number,,,,0
ham,eh u send wrongli lar,,,,0
ham,hey ad crap nite borin without ya 2 boggi u bore biatch thanx u wait til nxt time il ave ya,,,,0
ham,ok shall talk,,,,0
ham,dont hesit know second time weak like keep notebook eat day anyth chang day sure noth,,,,0
ham,hey pay salari de ltgt,,,,0
ham,anoth month need chocol weed alcohol,,,,0
ham,start search get job daysh great potenti talent,,,,0
ham,reckon need town eightish walk carpark,,,,0
spam,congrat 2 mobil 3g videophon r call 09063458130 videochat wid mate play java game dload polyph music nolin rentl,,,,1
ham,look fuckin time fuck think,,,,0
ham,yo guess drop,,,,0
ham,carlo say hell mu ltgt minut,,,,0
ham,im offic call ltgt min,,,,0
ham,geeee miss alreadi know think fuck cant wait till next year togeth love kiss,,,,0
ham,yun ahth ubi one say ì wan call tomorrowcal 67441233 look ireneer got bus822656166382 ubi cresubi tech park6ph 1st 5wkg daysì¬n,,,,0
ham,ugh got ta drive back sd la butt sore,,,,0
ham,26th juli,,,,0
ham,hi im relax time ever get 7am everi day parti good night get home tomorrow 5ish,,,,0
ham,ì ìï wan come come lor din c stripe skirt,,,,0
ham,xma stori peac xma msg love xma miracl jesu hav bless month ahead amp wish u merri xma,,,,0
ham,cant dont number,,,,0
ham,chang e one next escal,,,,0
ham,yetund im class run water make ok pl,,,,0
ham,lot happen feel quiet beth aunt charli work lot helen mo,,,,0
ham,ì wait 4 bu stop aft ur lect lar dun c ì go get car come back n pick ì,,,,0
ham,aight thank comin,,,,0
ham,nobut heard abt tat,,,,0
spam,pleas call custom servic repres freephon 0808 145 4742 9am11pm guarante å£1000 cash å£5000 prize,,,,1
ham,yesh realli greatbhaji told kalli best cricket sachin worldveri tough get,,,,0
ham,ltgt think say syllabu,,,,0
ham,umma say anyth,,,,0
ham,give sec think think,,,,0
spam,panason bluetoothhdset free nokia free motorola free doublemin doubletxt orang contract call mobileupd8 08000839402 call 2optout,,,,1
ham,dont quit know still cant get hold anyon cud pick bout 730pm see theyr pub,,,,0
ham,poyyarikaturkolathupalayamunjalur posterod di ltgt,,,,0
ham,dear heroi leav qatar tonit apt opportunitypl keep touch ltemailgt kerala,,,,0
ham,lol would mom would fit tell whole famili crazi terribl,,,,0
ham,got home babe still awak,,,,0
ham,dunno close oredi ìï v fan,,,,0
ham,buy pizza meat lover suprem u get pick,,,,0
ham,ya toldsh ask wat matter,,,,0
ham,dearregret cudnt pick calldrov frm ctla cochin homeleft mobil carent style ishtamayoohappi bakrid,,,,0
spam,free 1st week no1 nokia tone 4 ur mob everi week txt nokia 8007 get txting tell ur mate wwwgetzedcouk pobox 36504 w45wq norm150pton 16,,,,1
ham,shall send exe mail id,,,,0
ham,nope watch tv home go v bore,,,,0
ham,knowwait check,,,,0
ham,good afternoon gloriou anniversari day sweet j hope find happi content prey think send teas kiss across sea coax imag fond souveni cougarpen,,,,0
spam,guess somebodi know secretli fanci wan na find give us call 09065394514 landlin datebox1282essexcm61xn 150pmin 18,,,,1
ham,still tonight,,,,0
ham,may call later pl,,,,0
ham,hasnt pattern recent crap weekend,,,,0
ham,sore throat scratch talk,,,,0
ham,ye da plm ur offic,,,,0
ham,around still asleep v,,,,0
ham,lol forgot eh ye ill bring babe,,,,0
ham,good well find way,,,,0
ham,use foreign stamp countri good lectur,,,,0
ham,yup bath liao,,,,0
ham,happi new year no1 man,,,,0
ham,oh mr sheffield wan na play game okay your boss im nanni give rais ill give one,,,,0
ham,zoe hit 2 im fuck shitin il defo tri hardest 2 cum 2morow luv u million lekdog,,,,0
ham,hello babi get back mom set comput fill belli goe loverboy miss alreadi sigh,,,,0
ham,blanket suffici thx,,,,0
ham,naughti littl thought better flirt flirt n flirt rather love someon n gettin hurt hurt n hurt gud nyt,,,,0
ham,edison rightli said fool ask question wise man answer know us speechless viva gm,GN,GE,"GNT:-)""",0
ham,talk that de wont,,,,0
ham,today go colleg abl atten class,,,,0
ham,im class holla later,,,,0
ham,easi ahsen got select mean good,,,,0
ham,mmm that better got roast iåõd b better drink 2 good indian,,,,0
spam,know someon know fanci call 09058097218 find pobox 6 ls15hb 150p,,,,1
ham,come round,,,,0
ham,1 thing chang sentenc want 2 concentr educ career im leav,,,,0
spam,1000 flirt txt girl bloke ur name age eg girl zoe 18 8007 join get chat,,,,1
ham,walk hour 2 c u doesnåõt show care wont u believ im seriou,,,,0
spam,18 day euro2004 kickoff u kept inform latest news result daili unsubscrib send get euro stop 83222,,,,1
ham,avail soire june 3rd,,,,0
ham,u noe wat time e place dat sell 4d close,,,,0
ham,got anoth job one hospit data analysi someth start monday sure thesi got finish,,,,0
ham,jay get realli impati belliger,,,,0
ham,hiya comin 2 bristol 1 st week april le got rudi new yr eve snoringthey drunk u bak colleg yet work send ink 2 bath,,,,0
ham,im work pleas call,,,,0
ham,u drive lor,,,,0
ham,ard 515 like dat,,,,0
ham,tell theyr femal v howr throw decid get,,,,0
spam,eastend tv quiz flower dot compar violet e tulip f lili txt e f 84025 4 chanc 2 win å£100 cash wkent150p16,,,,1
ham,im work technic support voic processnetwork field,,,,0
ham,might come kerala 2 daysso prepar take leav finalis dont plan travel visitne finish urgent work,,,,0
ham,ok sure time tho sure get librari class tri see point good eve,,,,0
spam,new local date area lot new peopl regist area repli date start 18 wwwflirtpartyu replys150,,,,1
ham,that fine ill bitch later,,,,0
ham,mum went 2 dentist,,,,0
ham,free call sir wait,,,,0
ham,meet u work tel shall work tomorrow,,,,0
spam,someon u know ask date servic 2 contact cant guess call 09058091854 reveal po box385 m6 6wu,,,,1
ham,ju finish bath,,,,0
ham,alright ill make sure car back tonight,,,,0
spam,urgent tri contact u today draw show å£800 prize guarante call 09050003091 land line claim c52 valid12hr,,,,1
spam,dear uve invit xchat final attempt contact u txt chat 86688,,,,1
ham,lul im gettin juici gossip hospit two nurs talk fat gettin one think she obes oyea,,,,0
ham,aight ill get fb coupl minut,,,,0
ham,oi ami parchi na kicchu kaaj kort iccha korch na phone ta tul na plz plz,,,,0
ham,download clear movi dvd copi,,,,0
ham,yep pretti sculptur,,,,0
ham,convey regard,,,,0
ham,watch surya movi 6 pm vijay movi pokkiri,,,,0
ham,tell happen dont behav like ok need say,,,,0
ham,u get pic msg phone,,,,0
ham,send someon els,,,,0
ham,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem,,,,0
ham,love start attractioni feel need everi time around mesh first thing come thoughtsi would start day end hersh everi time dreamlov everi breath namemi life happen around hermi life name heri would cri herwil give happi take sorrowsi readi fight anyon heri love craziest thing herlov dont proov anyon girl beauti ladi whole planeti alway sing prais herlov start make chicken curri end maki sambarlif beauti thenwil get everi morn thank god day mei would like say lotwil tell later,,,,0
ham,frndship like needl clock though v r clock v r nt abl 2 met evn v meetitz 4few second bt v alwi stay conect gud 9t,,,,0
ham,dont think spatula hand,,,,0
ham,never noth,,,,0
spam,award sipix digit camera call 09061221061 landlin deliveri within 28day cs box177 m221bp 2yr warranti 150ppm 16 p på£399,,,,1
ham,goodmorn today late ltdecimalgt min,,,,0
spam,win urgent mobil number award å£2000 prize guarante call 09061790121 land line claim 3030 valid 12hr 150ppm,,,,1
ham,pleas da call mistak side sorri da pl da goto doctor,,,,0
ham,r meet,,,,0
ham,well weather cali great complex great need car move freeli tax outrag great place sad part miss home,,,,0
ham,reach home tire come tomorro,,,,0
ham,ryder unsoldnow gibb,,,,0
spam,dear subscrib ur draw 4 å£100 gift voucher b enter receipt correct an elvi presley birthday txt answer 80062,,,,1
ham,dont fret ill buy ovul test strip send wont get til like march send postal addressul alrightokay,,,,0
ham,gift tri get throw cliff someth,,,,0
ham,ne thing interest good birthday u wrking nxt start uni today,,,,0
ham,busi come point figur tomorrow,,,,0
ham,yeah go bore depress sittin waitin phone ring hope wind drop though scari,,,,0
ham,black shirt n blue jean thk c ì,,,,0
ham,aiyah sorri lor watch tv watch forgot 2 check phone,,,,0
spam,messag import inform o2 user today lucki day 2 find log onto httpwwwurawinnercom fantast surpris await,,,,1
ham,hen night go swing,,,,0
ham,good afternoon love goe day woke earli onlin wait hmmm italian boy onlin see grin,,,,0
ham,someon smoke everi time ive smoke last two week call text want smoke,,,,0
ham,youll get headach tri figur u trust math promis,,,,0
ham,sfirst timedhoni rock,,,,0
ham,ok ill tell compani,,,,0
ham,awesom think get 8th usf time tonight,,,,0
ham,mean still think teju,,,,0
ham,im good movi ok leav hourish,,,,0
ham,nothi kalli home groundamla home town durban,,,,0
ham,let make saturday monday per conveni,,,,0
ham,hey time drive fri go evalu fri,,,,0
spam,449050000301 å£2000 price claim call 09050000301,,,,1
ham,im go 4 lunch wif famili aft dat go str 2 orchard lor,,,,0
spam,bore speed date tri speedchat txt speedchat 80155 dont like em txt swap get new chatter chat80155 pobox36504w45wq 150pmsg rcd 16,,,,1
ham,cancel cheyyamoand get money back,,,,0
spam,want 750 anytim network min 150 text new video phone five pound per week call 08000776320 repli deliveri tomorrow,,,,1
ham,okok okthenwhat ur today plan,,,,0
ham,good morn princess,,,,0
ham,aiyar sorri lor forgot 2 tell u,,,,0
spam,take part mobil survey yesterday 500 text 2 use howev wish 2 get txt send txt 80160 tc wwwtxt43com 150p,,,,1
ham,tonight mate catch sleep new number way,,,,0
ham,height oh shit situat guy throw luv letter gal fall brother head who gay,".;-):-D""",,,0
spam,ur hmv quiz cashbal current å£500 maxim ur cashin send hmv1 86688 150pmsg,,,,1
ham,check error difficulti correct,,,,0
ham,howz painhop u r fine,,,,0
ham,sorri ill call later,,,,0
ham,good morn princess,,,,0
ham,enter cabin pa said happi bday boss felt special askd 4 lunch lunch invit apart went,,,,0
ham,u wake alreadi thanx 4 e tau sar piah quit nice,,,,0
ham,k need login anyth,,,,0
spam,dont forget place mani free request 1stchoicecouk wish inform call 08707808226,,,,1
ham,lol busi,,,,0
ham,u wear,,,,0
ham,messagesom text miss sendernam miss number miss sentdat miss miss u lot that everyth miss sent via fullonsmscom,,,,0
ham,oha usual vijay film differ,,,,0
spam,dont know u u dont know send chat 86688 let find 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 year,,,,1
ham,good day mine realli busi much tomorrow night,,,,0
ham,way send shade stuff wonder,,,,0
ham,realli tot ur paper end long ago wat u copi ju got use u happi lar still haf 2 studi,,,,0
spam,thank winner notifi sm good luck futur market repli stop 84122 custom servic 08450542832,,,,1
ham,babe lost,,,,0
ham,ok help ask she work tmr,,,,0
ham,im drive rain ill get caught e mrt station lor,,,,0
ham,drop tank,,,,0
ham,said text one time,,,,0
ham,sorri ill call later,,,,0
ham,ok go chang also,,,,0
spam,1000 girl mani local 2 u r virgin 2 r readi 2 4fil ur everi sexual need u 4fil text cute 69911å£150p,,,,1
ham,u find sitter kaitlyn sick slept day yesterday,,,,0
ham,sorri man accident left phone silent last night didnt check til got,,,,0
ham,hey someth came last min think wun sign tmr hee,,,,0
ham,he adult would learn experi there real danger dont like peep use drug dont need comment,,,,0
ham,hey there veggi pizza,,,,0
ham,yun buy school got offer 2000 plu,,,,0
ham,sure neighbor didnt pick,,,,0
ham,k sent,,,,0
spam,free entri 2 wkli comp win fa cup final tkt 21st may 2005 text fa 87121 receiv entri questionstd txt ratetc appli 08452810075over18,,,,1
ham,new theori argument win situat lose person dont argu ur friend kick amp say im alway correct,,,,0
ham,well im computerless time make oreo truffl,,,,0
ham,haha yeah see sec,,,,0
ham,number sir,,,,0
ham,lol im hot air balloon,,,,0
ham,ok bu come soon come otherwis tomorrow,,,,0
ham,msg r time passthey silent say think u right also make u think least 4 moment gd ntswt drm shesil,,,,0
ham,yeah probabl swing roommat finish girl,,,,0
spam,got take 2 take part wrc ralli oz u lucozad energi text ralli le 61200 25p see pack lucozadecoukwrc itcould u,,,,1
ham,happi new year melodi,,,,0
ham,ìï dun need pick ur gf,,,,0
ham,yay better told 5 girl either,,,,0
ham,horribl u eat mac eat u forgot abt alreadi rite u take long 2 repli thk toot b4 b prepar wat shall eat,,,,0
ham,say fantast chanc anyth need bigger life lift lose 2 live think would first person 2 die n v q,,,,0
ham,nw came hme da,,,,0
ham,im outsid island head toward hard rock youll run,,,,0
ham,day class class,,,,0
ham,im chennai velacheri,,,,0
ham,flippin shit yet,,,,0
ham,k give sec break ltgt cstore,,,,0
ham,much bad avoid like,,,,0
ham,yo around got car back,,,,0
ham,annoy isnt,,,,0
ham,goodmorn today late ltgt min,,,,0
ham,there point hangin mr right he makin u happi,,,,0
ham,come alivebett correct good look figur,,,,0
ham,case guess ill see campu lodg,,,,0
ham,done,,,,0
ham,come home one last time wont anyth trust,,,,0
ham,night worri appt shame miss girl night quizz popcorn hair,,,,0
spam,sex ur mobil free sexi pic jordan text babe 88600 everi wk get sexi celeb pocketbabecouk 4 pic 16 å£3wk 087016248,,,,1
ham,ok c ya,,,,0
spam,1 new voicemail pleas call 08719181503,,,,1
ham,said matter mind say matter,,,,0
ham,also know lunch menu da know,,,,0
ham,al moan n e thin goe wrong faultal de argument r faultf himso bother hav 2go thanxxx,,,,0
ham,neft transact refer number ltgt rs ltdecimalgt credit beneficiari account ltgt lttimegt ltgt,,,,0
ham,otherwis part time job natuit,,,,0
ham,know call,,,,0
ham,also da feel yesterday night wait til 2day night dear,,,,0
ham,thank understand ive tri tell sura,,,,0
spam,win year suppli cd 4 store ur choic worth å£500 enter å£100 weekli draw txt music 87066 tsc wwwldewcomsubs161win150ppmx3,,,,1
ham,whole car appreci last two dad map read semi argument apart thing go ok p,,,,0
spam,sim subscrib select receiv bonu get deliv door txt word ok 88600 claim 150pmsg exp 30apr,,,,1
ham,need strong arm,,,,0
ham,also maaaan miss,,,,0
ham,bday real april,,,,0
ham,guessin aint gon na 9,,,,0
ham,ok come ur home half hour,,,,0
ham,yo game almost want go walmart soon,,,,0
ham,yeah probabl sure ilol let u know person wuldnt bother ur goin mite well,,,,0
ham,ill text creepi like wont think forgot,,,,0
ham,would good ‰û ill phone tomo lunchtim shall organis someth,,,,0
spam,1 new voicemail pleas call 08719181513,,,,1
ham,damn make tonight want wait til tomorrow,,,,0
ham,kkim also finewhen complet cours,,,,0
ham,true passabl get high score appli phd get 5year salari make life easier,,,,0
spam,1 nokia tone 4 ur mob everi week txt nok 87021 1st tone free get txtin tell ur friend 150ptone 16 repli hl 4info,,,,1
ham,prakesh know,,,,0
ham,teach app da come colleg,,,,0
ham,rofl betta invest anti age product,,,,0
spam,winner u special select 2 receiv å£1000 cash 4 holiday flight inc speak live oper 2 claim 0871277810810,,,,1
ham,sir receiv account anoth 1hr time sorri delay,,,,0
spam,repli name address receiv post week complet free accommod variou global locat wwwphb1com ph08700435505150p,,,,1
ham,ìll submit da project tmr rite,,,,0
spam,free entri å£250 weekli comp send word enter 84128 18 tc wwwtextcompcom cust care 08712405020,,,,1
ham,ju an lar ull noe later,,,,0
ham,want send someth sell fast ltgt k easi money,,,,0
ham,got thing may pub later,,,,0
ham,1s finish meet call,,,,0
ham,lol ok ill snatch purs,,,,0
ham,hellodrivby0quit edrunk sorri iff pthi make senrddnot dancc 2 drum n basqihav fun 2nhite x ro xxxxxxx,,,,0
ham,opinion 1 2 jada 3 kusruthi 4 lovabl 5 silent 6 spl charact 7 matur 8 stylish 9 simpl pl repli,,,,0
ham,much get,,,,0
ham,ur paper e morn aft tmr,,,,0
ham,dear reliev westonzoyland go plan end,,,,0
ham,hope great new semest wish best made great,,,,0
ham,oh ye speak txt 2 u hmm u get email,,,,0
ham,want show world princess europ,,,,0
ham,nobodi decid eat dad want chines,,,,0
ham,shoot im doc wait room,,,,0
ham,im go 4 dinner soon,,,,0
ham,hello site download song urgent pl,,,,0
ham,know u mean king havin credit im goin2b night night sweet only1mor sleep,,,,0
ham,horribl gal sch stuff come u got mc,,,,0
ham,hi hun im comin 2nitetel every1 im sorri 4 hope u ava goodtimeoli rang melnit ifink mite b sortedbut il explain everythin monl8rsx,,,,0
ham,call later dont network urgnt sm,,,,0
ham,ummmmmaah mani mani happi return day dear sweet heart happi birthday dear,,,,0
spam,pleas call 08712402779 immedi urgent messag wait,,,,1
ham,yeah like goe like friend imma flip shit like half hour,,,,0
ham,mum say wan go go shun bian watch da glass exhibit,,,,0
ham,plan pongal,,,,0
ham,wait till end march el nino get oh,,,,0
ham,yet chikkugo room nw im bu,,,,0
ham,also cbe pay,,,,0
ham,honey boo im miss u,,,,0
ham,sent jd custom servic cum account execut ur mail id detail contact us,,,,0
ham,yo im parent gettin cash good news pick downstem,,,,0
ham,thank much skype wit kz sura didnt get pleasur compani hope good weve given ultimatum oh countin aburo enjoy,,,,0
spam,hungri gay guy feel hungri 4 call 08718730555 10pmin stop text call 08712460324 10pmin,,,,1
ham,ok wahala rememb friend need,,,,0
ham,see half hour,,,,0
ham,im inperialmus listening2th weirdest track ever byåóleafcutt johnåósound like insect molestedsomeon plumbingremix evil men acid,,,,0
ham,hey sorri didntgiv ya bellearli hunni,"just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.\""""",,,0
ham,serious tell exact word right,,,,0
spam,u get 2 phone wan na chat 2 set meet call 09096102316 u cum 2moro luv jane xx callså£1minmoremobsemspobox45po139wa,,,,1
ham,tee hee lectur cheeri bye bye,,,,0
ham,sorri chikku cell got problem tht nt abl repli u msg u,,,,0
ham,still havent collect dough pl let know go place sent get control number,,,,0
ham,ok,,,,0
spam,network oper servic free cs visit 80488biz,,,,1
ham,let know contact ive settl room let know ok,,,,0
ham,wot u 2 u weirdo,,,,0
ham,lor,,,,0
ham,dont put phone silent mode ok,,,,0
ham,meet ì 5 4 depend ì wan 2 lor,,,,0
ham,wait 4 tv show 2 start lor u leh still busi ur report,,,,0
ham,oh ho first time u use type word,,,,0
ham,one doesnt stalk profil,,,,0
ham,ever green quot ever told jerri cartoon person irrit u alway one love u vri much fail express gud nyt,,,,0
ham,ye thought thank,,,,0
ham,she drinkin im ok,,,,0
ham,wonder other took,,,,0
ham,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng,,,,0
ham,dog must alway wait till end day word run time cell alreadi,,,,0
ham,happi new year u,,,,0
ham,heygreat dealfarm tour 9am 5pm 95pax 50 deposit 16 may,,,,0
ham,eat jap done oso aft ur lect wat ìï got lect 12 rite,,,,0
ham,hey babe saw came onlin second disappear happen,,,,0
ham,da birthdat certif april real date today dont publish shall give special treat keep secret way thank wish,,,,0
ham,happi birthday may ur dream come true,,,,0
ham,aiyah u ok alreadi lar e nydc wheellock,,,,0
ham,tell said eat shit,,,,0
ham,sure drive reach destin soon,,,,0
ham,k much 8th fifti,,,,0
ham,daili text ‰ûò favour time,,,,0
ham,great hear settl well what happenin wit ola,,,,0
ham,cocksuck make feel better ipad worthless garbag novelti item feel bad even want one,,,,0
ham,tot u reach liao said tshirt,,,,0
ham,fran decid 2 go n e way im complet broke knacker got bout 3 c u 2mrw love janx ps dad fone credit,,,,0
ham,cant pick phone right pl send messag,,,,0
ham,right ill make appoint right,,,,0
ham,design softwar develop may get chennai,,,,0
spam,enjoy jamster videosound gold club credit 2 new videosounds2 logosmusicnew get fun jamstercouk 16onli help call 09701213186,,,,1
spam,get 3 lion england tone repli lionm 4 mono lionp 4 poli 4 go 2 wwwringtonescouk origin n best tone 3gbp network oper rate appli,,,,1
ham,jokin oni lar ìï busi wun disturb ì,,,,0
ham,ok care dont text drive,,,,0
ham,ill alway even spirit ill get bb soon tri sure need,,,,0
ham,u r much close heart u go away shatter plz stay,,,,0
ham,love u 2 babe r u sure everyth alrit idiot txt bak girli,,,,0
ham,abt make pic bigger,,,,0
ham,got got 2 colour lor one colour quit light n e darker lor actual im done she style hair,,,,0
ham,whenevr ur sad whenevr ur gray remembr im 2 listn 2 watevr u wan na say ju walk wid littl whileamp promis ill bring back ur smile,,,,0
ham,noth ok anyway give treat,,,,0
spam,win newest ‰ûïharri potter order phoenix book 5 repli harri answer 5 question chanc first among reader,,,,1
ham,ok,,,,0
ham,correct work today,,,,0
ham,sent scream moan bed princess,,,,0
ham,wake long ago alreadi dunno thing,,,,0
ham,oh get even u u,,,,0
ham,thk 50 shd ok said plu minu 10 ì leav line paragraph,,,,0
ham,call plz number show coveragd area urgnt call vasai amp reach 4o clock call plz,,,,0
ham,yeah jay sort fuck retard,,,,0
ham,sorri bathroom sup,,,,0
spam,ur balanc å£500 ur next question sang uptown girl 80 2 answer txt ur answer 83600 good luck,,,,1
ham,exam februari 4 wish great day,,,,0
ham,dont know come ask question like dont mistak,,,,0
ham,aight rush ill ask jay,,,,0
ham,good morn plz call sir,,,,0
ham,ok lar u sleep earli nite,,,,0
ham,oh icic k lor den meet day,,,,0
ham,oh half hour much longer syria canada eh wow must get much work done day us extra time grin,,,,0
ham,sometim put wall around heartsnot safe get hurt find care enough break wall amp get closer goodnoon,,,,0
ham,sweet may may go 4u meet carlo gaug patti interest,,,,0
ham,buy today ìï need c meh,,,,0
ham,aight sorri take ten year shower what plan,,,,0
ham,everi mondaynxt week vl complet,,,,0
ham,might ax well im,,,,0
ham,chill anoth 6hr could sleep pain surgic emerg see unfold okay,,,,0
ham,yeah ill tri scroung someth,,,,0
ham,crazi ar he marri ìï like gd look guy fren like say he korean leona fave dun thk aft think mayb prob ill go,,,,0
ham,somewher fredericksburg,,,,0
ham,que pase un buen tiempo someth like,,,,0
ham,ok stay night xavier sleep bag im get tire,,,,0
ham,doesnt need test,,,,0
ham,noth much chillin home super bowl plan,,,,0
spam,free2day sexi st georg day pic jordantxt pic 89080 dont miss everi wk sauci celeb4 pic c pocketbabecouk 0870241182716 å£3wk,,,,1
ham,bugi oso near wat,,,,0
ham,yo there class tmrw right,,,,0
ham,let ur heart ur compass ur mind ur map ur soul ur guid u never loos worldgnun sent via way2smscom,,,,0
ham,goodnight sleep well da pleas take care pa pleas,,,,0
ham,baaaaab misss youuuuu go teach class 5,,,,0
ham,convey regard,,,,0
ham,u ned convinc tht possibl witot hurt feel main,,,,0
ham,good afternoon loverboy goe day luck come way think sweeti send love across sea make smile happi,,,,0
ham,start send blackberri torch nigeria find buyer melik 4a month tell dad buy bb anyon oh,,,,0
ham,ltgt pple marri lover becz hav gud undrstndng dat avoid problem sent di 2 u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send ltgt frnd ltgt min whn u read,,,,0
ham,yo dude guess got arrest day,,,,0
ham,shuhui say chang 2 suntec steamboat u noe r u,,,,0
ham,danc river,,,,0
ham,yetund im sorri moji seem busi abl go shop pleas find way get want us get pleas forgiv repli free via yahoo messeng,,,,0
ham,hey realli pretti late want go lesson first join im reach tp mrt,,,,0
spam,hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k,,,,1
ham,bbq sat mine 6ish ur welcom 2 come,,,,0
